date,purchases,unique_invoices,unique_streams,total_views,revenue
2018-02-17,0,0,0,0,0.0
2018-02-18,969,60,616,4323,3335.5110000000004
2018-02-19,1152,86,695,8318,3725.9400000000005
2018-02-20,1205,88,768,6564,4185.349999999999
2018-02-21,1383,123,836,6942,5172.091
2018-02-22,1552,91,870,9488,5204.35
2018-02-23,1026,65,704,4692,7543.231
2018-02-24,0,0,0,0,0.0
2018-02-25,1258,58,739,5524,3866.5299999999997
2018-02-26,1221,97,804,7019,4448.45
2018-02-27,1609,137,976,7548,6875.47
2018-02-28,1739,84,1024,10360,6160.0599999999995
2018-03-01,1925,102,1009,11663,7566.07
2018-03-02,1255,86,772,6409,5025.610000000001
2018-03-03,0,0,0,0,0.0
2018-03-04,1751,67,1083,8343,6076.41
2018-03-05,1970,109,1068,8908,9685.13
2018-03-06,1250,105,784,7071,6731.28
2018-03-07,1591,84,934,8519,6341.3099999999995
2018-03-08,1305,76,858,6628,5366.5599999999995
2018-03-09,930,54,661,5335,3741.59
2018-03-10,0,0,0,0,0.0
2018-03-11,650,25,447,2937,1753.33
2018-03-12,1675,82,979,7001,7545.011
2018-03-13,1373,94,831,7186,5133.87
2018-03-14,1280,56,778,7847,4225.15
2018-03-15,1570,97,847,9798,6409.530000000001
2018-03-16,1392,92,757,7171,48881.829999999994
2018-03-17,0,0,0,0,0.0
2018-03-18,1349,64,799,6804,3899.3199999999997
2018-03-19,1529,104,896,8309,6465.59
2018-03-20,1293,84,751,6511,52439.82000000001
2018-03-21,1573,117,871,8847,9188.77
2018-03-22,1855,112,946,10032,19104.270000000004
2018-03-23,1385,86,884,7706,5325.32
2018-03-24,0,0,0,0,0.0
2018-03-25,1795,60,904,9291,4638.05
2018-03-26,1968,98,1035,9504,8589.15
2018-03-27,1887,108,1011,10011,7440.79
2018-03-28,1875,87,954,8936,7807.4400000000005
2018-03-29,1706,113,927,9478,6670.67
2018-03-30,0,0,0,0,0.0
2018-03-31,0,0,0,0,0.0
2018-04-01,0,0,0,0,0.0
2018-04-02,0,0,0,0,0.0
2018-04-03,1081,67,700,5592,3814.8100000000004
2018-04-04,1374,72,829,7800,4874.27
2018-04-05,2006,96,1023,11084,7220.110000000001
2018-04-06,915,57,600,5412,3481.37
2018-04-07,0,0,0,0,0.0
2018-04-08,1077,44,664,6216,3088.01
2018-04-09,991,86,610,6643,3459.621
2018-04-10,1299,92,756,6700,4230.67
2018-04-11,1107,64,625,7574,3403.6400000000003
2018-04-12,1153,89,657,7503,24227.49
2018-04-13,858,48,588,5806,2527.76
2018-04-14,0,0,0,0,0.0
2018-04-15,1434,57,752,6594,5526.06
2018-04-16,3123,86,1257,11885,15630.79
2018-04-17,1516,78,828,7961,13871.27
2018-04-18,1312,86,740,8132,8342.369999999999
2018-04-19,1545,132,813,9953,17098.6
2018-04-20,1138,70,667,6582,5860.58
2018-04-21,0,0,0,0,0.0
2018-04-22,1308,50,731,6150,4320.610000000001
2018-04-23,1937,120,931,9331,8984.939999999999
2018-04-24,1679,106,850,11157,5600.420000000001
2018-04-25,1766,79,905,11262,5825.140000000001
2018-04-26,2038,106,1046,11334,-45089.949
2018-04-27,1293,94,755,6596,6525.570000000001
2018-04-28,0,0,0,0,0.0
2018-04-29,836,43,534,4594,2613.2200000000003
2018-04-30,0,0,0,0,0.0
2018-05-01,1454,101,827,7525,7848.91
2018-05-02,1583,117,837,7883,7162.360000000001
2018-05-03,2115,128,979,13244,9685.42
2018-05-04,1352,88,815,9525,4168.53
2018-05-05,0,0,0,0,0.0
2018-05-06,1697,64,900,8466,5045.38
2018-05-07,1694,120,953,9149,8606.73
2018-05-08,1769,180,1006,10455,6397.81
2018-05-09,1306,138,804,7808,4558.51
2018-05-10,1409,95,784,7737,5501.9400000000005
2018-05-11,945,106,591,4721,3848.6900000000005
2018-05-12,0,0,0,0,0.0
2018-05-13,1490,47,832,5787,4521.17
2018-05-14,1475,146,850,7735,5273.34
2018-05-15,1502,91,835,6861,6047.18
2018-05-16,1226,80,726,6133,4524.52
2018-05-17,1605,88,856,9251,6585.3
2018-05-18,1355,125,859,6170,6168.799999999999
2018-05-19,0,0,0,0,0.0
2018-05-20,1305,53,685,7607,4552.459999999999
2018-05-21,1425,98,767,9953,5595.68
2018-05-22,1468,156,834,8113,5351.57
2018-05-23,1833,119,907,9808,13536.43
2018-05-24,2004,101,936,11094,6216.050000000001
2018-05-25,1275,99,742,6843,5560.47
2018-05-26,0,0,0,0,0.0
2018-05-27,789,35,567,3490,2337.37
2018-05-28,0,0,0,0,0.0
2018-05-29,1210,54,764,5710,4196.51
2018-05-30,950,54,678,4336,3586.59
2018-05-31,1706,114,953,8746,7551.07
2018-06-01,1463,142,898,5295,7471.7699999999995
2018-06-02,0,0,0,0,0.0
2018-06-03,2165,76,970,10198,6899.7
2018-06-04,2587,119,1171,12296,9342.470000000001
2018-06-05,2060,123,1072,9303,12697.609999999999
2018-06-06,1446,96,792,8994,4629.209999999999
2018-06-07,1058,100,612,6308,4435.4
2018-06-08,1744,103,931,10034,14935.200000000003
2018-06-09,0,0,0,0,0.0
2018-06-10,1441,78,839,7252,4679.2
2018-06-11,1626,75,952,8071,5739.14
2018-06-12,1562,80,878,9008,7511.84
2018-06-13,1824,93,961,10361,6176.3099999999995
2018-06-14,1775,100,861,9408,73631.77999999998
2018-06-15,971,67,608,5480,4055.21
2018-06-16,0,0,0,0,0.0
2018-06-17,433,27,333,2128,1556.47
2018-06-18,1758,52,1005,8352,5732.54
2018-06-19,1003,46,670,5129,4270.48
2018-06-20,1221,70,764,7184,4546.45
2018-06-21,1596,118,785,7852,9836.59
2018-06-22,1216,52,796,5987,5618.13
2018-06-23,0,0,0,0,0.0
2018-06-24,1255,62,757,5620,4090.0299999999997
2018-06-25,1861,80,926,11096,6596.29
2018-06-26,1620,89,872,10089,6176.299999999999
2018-06-27,1928,146,963,10769,7490.73
2018-06-28,1842,99,916,11443,6295.950000000001
2018-06-29,1046,58,641,6350,3327.94
2018-06-30,0,0,0,0,0.0
2018-07-01,649,22,463,2597,2172.02
2018-07-02,1935,127,819,11291,6493.320000000001
2018-07-03,1105,63,684,5988,4602.81
2018-07-04,1742,98,926,8740,10075.089999999998
2018-07-05,1333,100,793,7965,6377.08
2018-07-06,914,54,612,4607,3925.6899999999996
2018-07-07,0,0,0,0,0.0
2018-07-08,695,29,497,2507,2014.5700000000002
2018-07-09,1202,66,737,5770,5478.66
2018-07-10,1145,63,749,5468,4775.65
2018-07-11,1415,108,850,7427,6658.110000000001
2018-07-12,1561,104,847,9427,10440.52
2018-07-13,1222,131,776,7614,4443.65
2018-07-14,0,0,0,0,0.0
2018-07-15,892,43,597,4905,3030.73
2018-07-16,1440,68,786,8896,-38727.48
2018-07-17,1167,64,673,7098,4261.31
2018-07-18,1277,85,756,7280,5813.15
2018-07-19,1603,105,823,7578,7376.719999999999
2018-07-20,1043,55,671,6360,3506.67
2018-07-21,0,0,0,0,0.0
2018-07-22,1243,59,746,7139,4014.9700000000003
2018-07-23,1529,76,827,8830,7200.04
2018-07-24,1034,83,669,6562,3657.8
2018-07-25,1330,86,729,8520,4188.38
2018-07-26,1877,101,912,8671,15013.739999999998
2018-07-27,756,70,517,4623,3207.05
2018-07-28,0,0,0,0,0.0
2018-07-29,873,39,583,4075,2680.6000000000004
2018-07-30,1190,73,706,7038,6473.57
2018-07-31,1534,85,874,7336,8197.45
2018-08-01,1392,64,856,7858,6182.150000000001
2018-08-02,1335,73,765,7927,3693.59
2018-08-03,578,59,421,4430,1954.9
2018-08-04,0,0,0,0,0.0
2018-08-05,882,47,570,4593,2467.6400000000003
2018-08-06,926,77,641,6506,2716.69
2018-08-07,1761,56,951,7376,7831.57
2018-08-08,1016,54,646,4844,9401.75
2018-08-09,1832,159,953,9820,8235.6
2018-08-10,1513,107,800,8227,6006.45
2018-08-11,0,0,0,0,0.0
2018-08-12,1046,64,623,6460,3223.67
2018-08-13,1041,73,702,6203,4051.1000000000004
2018-08-14,977,67,644,6937,3209.91
2018-08-15,1608,63,960,8950,5288.34
2018-08-16,1528,84,803,8834,5681.19
2018-08-17,1294,66,803,7972,4725.41
2018-08-18,0,0,0,0,0.0
2018-08-19,1363,64,780,8654,3977.0700000000006
2018-08-20,1183,62,729,7931,3570.8500000000004
2018-08-21,1159,74,703,7936,3714.4300000000003
2018-08-22,1636,104,872,10010,6393.370000000001
2018-08-23,1667,101,852,9864,7319.93
2018-08-24,1036,47,700,5182,26758.1
2018-08-25,0,0,0,0,0.0
2018-08-26,802,40,484,5019,2277.05
2018-08-27,0,0,0,0,0.0
2018-08-28,1774,75,946,8768,10693.3
2018-08-29,1045,84,680,5321,4224.5
2018-08-30,1640,102,865,9976,7868.27
2018-08-31,1059,78,666,5971,4100.27
2018-09-01,0,0,0,0,0.0
2018-09-02,799,36,515,4575,2249.7700000000004
2018-09-03,1584,72,874,7873,6494.469999999999
2018-09-04,1142,55,721,6772,3945.66
2018-09-05,1090,64,701,6642,3867.57
2018-09-06,1635,102,882,9556,7331.590000000001
2018-09-07,1021,51,633,5907,3832.59
2018-09-08,0,0,0,0,0.0
2018-09-09,1274,49,729,6377,3724.4
2018-09-10,1983,111,999,9702,7919.66
2018-09-11,1280,67,767,7572,4158.52
2018-09-12,1406,93,831,9413,4343.77
2018-09-13,1659,119,934,9786,31170.111000000004
2018-09-14,1152,82,746,6826,4645.990000000001
2018-09-15,0,0,0,0,0.0
2018-09-16,1935,60,985,9054,4946.72
2018-09-17,1824,101,972,10775,9523.279999999999
2018-09-18,2451,143,1043,16888,7543.92
2018-09-19,1481,104,703,8968,5612.08
2018-09-20,1987,100,950,13371,5821.68
2018-09-21,1559,87,822,9829,9650.47
2018-09-22,0,0,0,0,0.0
2018-09-23,1443,76,757,8382,4216.53
2018-09-24,2304,111,1020,15317,39672.51
2018-09-25,2836,172,1250,16448,10553.630000000001
2018-09-26,1908,133,989,12871,7802.18
2018-09-27,2126,123,991,14772,17364.579999999994
2018-09-28,1742,89,940,9772,7604.879999999999
2018-09-29,0,0,0,0,0.0
2018-09-30,2210,90,972,12933,7090.76
2018-10-01,2112,101,1011,13647,7396.85
2018-10-02,2758,206,1185,18267,67786.19
2018-10-03,1289,71,742,9901,4336.31
2018-10-04,3611,160,1384,18500,14457.77
2018-10-05,2014,101,1011,11962,7477.44
2018-10-06,0,0,0,0,0.0
2018-10-07,1709,71,897,8901,5280.820000000001
2018-10-08,2481,126,1155,14341,7661.740000000001
2018-10-09,2465,145,1150,15135,8341.970000000001
2018-10-10,2165,103,1044,13332,15494.02
2018-10-11,2050,122,1027,14476,7145.24
2018-10-12,2296,138,1087,13301,28934.129999999997
2018-10-13,0,0,0,0,0.0
2018-10-14,2670,80,1124,12791,7445.360000000001
2018-10-15,2814,179,1236,12730,11538.92
2018-10-16,2291,99,1099,12291,8894.04
2018-10-17,2449,122,1092,13245,-29463.190000000013
2018-10-18,2142,120,1076,12131,8576.93
2018-10-19,2228,144,1127,10966,11310.57
2018-10-20,0,0,0,0,0.0
2018-10-21,2319,86,1047,11165,6860.59
2018-10-22,1915,106,1021,9933,6031.780000000001
2018-10-23,2511,133,1165,14937,8091.02
2018-10-24,1823,81,967,10342,6293.77
2018-10-25,1639,114,923,8324,15098.41
2018-10-26,1940,90,973,11838,6916.34
2018-10-27,0,0,0,0,0.0
2018-10-28,2620,88,1150,11943,7329.129999999999
2018-10-29,2214,108,1162,9708,12450.75
2018-10-30,2345,179,1116,12913,8412.69
2018-10-31,2069,146,1072,11235,7356.650000000001
2018-11-01,3663,219,1414,19152,13422.560000000001
2018-11-02,2001,149,1090,11337,7694.410000000001
2018-11-03,0,0,0,0,0.0
2018-11-04,2725,90,1107,13687,7423.969999999999
2018-11-05,2613,124,1240,13607,23367.641
2018-11-06,2851,152,1117,16522,11933.970000000001
2018-11-07,3556,152,1485,16960,12668.810000000001
2018-11-08,3272,192,1302,16776,12461.76
2018-11-09,3047,120,1280,13736,12619.04
2018-11-10,0,0,0,0,0.0
2018-11-11,2778,94,1227,11001,8136.57
2018-11-12,3702,133,1426,16469,14129.84
2018-11-13,3293,154,1376,19011,12124.430000000002
2018-11-14,2815,134,1274,14683,10756.041000000001
2018-11-15,2872,122,1218,13995,10750.82
2018-11-16,2543,150,1146,13470,9839.029999999999
2018-11-17,0,0,0,0,0.0
2018-11-18,3162,102,1287,14048,8690.619999999999
2018-11-19,3246,105,1341,13739,12627.57
2018-11-20,3611,174,1440,18181,13878.98
2018-11-21,3373,188,1359,15043,13996.27
2018-11-22,3473,181,1247,18816,11666.84
2018-11-23,2570,102,1170,13110,10217.060000000001
2018-11-24,0,0,0,0,0.0
2018-11-25,2496,104,1135,9886,7557.129999999999
2018-11-26,3923,125,1534,18168,16336.28
2018-11-27,2386,170,977,15081,7818.209999999999
2018-11-28,3408,143,1351,17705,13393.220000000001
2018-11-29,2411,167,934,16818,7365.879999999999
2018-11-30,2429,108,1156,12076,11592.890000000001
2018-12-01,0,0,0,0,0.0
2018-12-02,2813,95,1151,13153,8073.27
2018-12-03,4116,133,1479,17539,18182.79
2018-12-04,3218,111,1295,14549,125923.84
2018-12-05,2968,148,1229,17549,10862.61
2018-12-06,3174,183,1301,15379,15354.800000000001
2018-12-07,2733,91,1270,11634,12755.74
2018-12-08,0,0,0,0,0.0
2018-12-09,1395,51,801,5529,3780.25
2018-12-10,2276,84,1172,10711,12359.68
2018-12-11,2063,144,1030,11330,8183.39
2018-12-12,1338,98,773,8497,4789.259999999999
2018-12-13,1772,150,937,12509,5913.900000000001
2018-12-14,3112,72,1372,10237,18111.76
2018-12-15,0,0,0,0,0.0
2018-12-16,502,25,392,2477,1562.8700000000001
2018-12-17,1761,96,958,7273,8079.290000000001
2018-12-18,1584,66,832,5284,12388.74
2018-12-19,290,22,249,1834,1962.44
2018-12-20,962,38,795,4191,3900.0800000000004
2018-12-21,0,0,0,0,0.0
2018-12-22,0,0,0,0,0.0
2018-12-23,0,0,0,0,0.0
2018-12-24,0,0,0,0,0.0
2018-12-25,0,0,0,0,0.0
2018-12-26,0,0,0,0,0.0
2018-12-27,0,0,0,0,0.0
2018-12-28,0,0,0,0,0.0
2018-12-29,0,0,0,0,0.0
2018-12-30,0,0,0,0,0.0
2018-12-31,0,0,0,0,0.0
2019-01-01,1175,57,833,5605,4305.67
2019-01-02,1741,76,1023,8456,39216.39
2019-01-03,1829,78,1020,10225,7938.51
2019-01-04,1794,58,1035,10141,5871.85
2019-01-05,0,0,0,0,0.0
2019-01-06,1092,51,651,5817,3427.24
2019-01-07,1974,61,1110,9050,7817.880000000001
2019-01-08,1448,84,956,7912,5209.85
2019-01-09,1797,62,1084,7736,7580.08
2019-01-10,1443,51,954,6855,5656.12
2019-01-11,1507,56,907,8189,6542.75
2019-01-12,0,0,0,0,0.0
2019-01-13,608,29,424,2465,1716.8
2019-01-14,2546,55,1214,10399,9735.1
2019-01-15,1440,51,900,5160,6431.49
2019-01-16,1404,43,955,7390,4713.9
2019-01-17,1496,54,963,6823,8136.31
2019-01-18,1592,64,989,7692,6754.63
2019-01-19,0,0,0,0,0.0
2019-01-20,861,30,573,3564,2560.76
2019-01-21,1479,61,848,7415,6660.709999999999
2019-01-22,1634,86,893,9127,6584.900000000001
2019-01-23,1275,71,775,6763,5200.55
2019-01-24,1552,88,898,8839,7491.110000000001
2019-01-25,1006,100,662,5697,3990.1800000000003
2019-01-26,0,0,0,0,0.0
2019-01-27,706,25,488,2910,2283.88
2019-01-28,1505,85,848,7324,6184.73
2019-01-29,1566,86,849,8342,5551.0599999999995
2019-01-30,1391,74,802,6699,5932.24
2019-01-31,984,53,604,5595,3808.3500000000004
2019-02-01,1224,75,760,6113,6294.78
2019-02-02,0,0,0,0,0.0
2019-02-03,273,11,220,1197,789.21
2019-02-04,1252,53,811,5770,5338.0
2019-02-05,1226,58,771,5489,5589.24
2019-02-06,878,31,604,4140,4443.2
2019-02-07,775,66,532,4650,3430.56
2019-02-08,955,95,665,5081,5580.34
2019-02-09,0,0,0,0,0.0
2019-02-10,610,24,430,2121,1827.71
2019-02-11,1105,55,721,6218,4370.94
2019-02-12,1326,70,816,7549,7372.04
2019-02-13,1184,69,699,8079,3889.3700000000003
2019-02-14,1714,73,878,8486,7804.41
2019-02-15,848,67,613,5208,3076.46
2019-02-16,0,0,0,0,0.0
2019-02-17,828,29,595,3337,2625.9700000000003
2019-02-18,1413,59,818,8102,17559.769999999997
2019-02-19,1588,64,900,8606,5552.99
2019-02-20,1577,68,862,8021,7187.9400000000005
2019-02-21,1289,66,784,8101,5059.58
2019-02-22,977,51,596,7218,3507.3900000000003
2019-02-23,0,0,0,0,0.0
2019-02-24,786,35,566,3572,2350.5600000000004
2019-02-25,1718,61,931,7277,7935.360000000001
2019-02-26,1356,67,845,8000,7252.970000000001
2019-02-27,930,67,550,6048,3446.21
2019-02-28,1386,85,814,7579,5646.14
2019-03-01,1097,56,723,6471,3237.08
2019-03-02,0,0,0,0,0.0
2019-03-03,835,35,520,3363,2818.54
2019-03-04,1960,107,1058,7851,10736.84
2019-03-05,1590,61,888,8877,5312.88
2019-03-06,1269,79,778,7137,4789.53
2019-03-07,1130,90,678,7184,3721.95
2019-03-08,958,66,615,5860,10474.440000000002
2019-03-09,0,0,0,0,0.0
2019-03-10,525,17,419,1998,1352.43
2019-03-11,1094,61,688,6119,3792.92
2019-03-12,1286,65,728,6912,11126.98
2019-03-13,867,59,588,5750,3152.8100000000004
2019-03-14,2065,88,1081,9426,8624.77
2019-03-15,1359,76,788,7196,17007.130000000005
2019-03-16,0,0,0,0,0.0
2019-03-17,1430,64,864,7694,5002.15
2019-03-18,1061,69,637,6716,2921.81
2019-03-19,2373,83,1159,9829,10358.119999999999
2019-03-20,1303,88,793,7470,4765.24
2019-03-21,1522,95,795,9075,4521.870000000001
2019-03-22,1375,67,824,6950,5578.35
2019-03-23,0,0,0,0,0.0
2019-03-24,730,46,515,3159,2168.3199999999997
2019-03-25,1664,85,904,8582,9691.27
2019-03-26,1983,95,990,11440,9098.14
2019-03-27,1567,118,902,9429,5105.92
2019-03-28,1736,94,895,8879,9089.31
2019-03-29,1245,107,765,7461,4635.280000000001
2019-03-30,0,0,0,0,0.0
2019-03-31,711,22,526,2702,1743.4399999999996
2019-04-01,1697,81,921,8163,18778.55
2019-04-02,1212,96,751,7070,6218.0
2019-04-03,1117,89,756,5843,3761.21
2019-04-04,1508,81,844,7073,4667.92
2019-04-05,1436,136,884,8731,8977.93
2019-04-06,0,0,0,0,0.0
2019-04-07,927,37,637,3967,3096.2799999999997
2019-04-08,1253,74,778,8754,3606.95
2019-04-09,1144,81,666,8336,3689.03
2019-04-10,1040,79,675,7467,2990.08
2019-04-11,1601,109,785,10977,5470.620000000001
2019-04-12,1480,57,719,6915,8706.971
2019-04-13,0,0,0,0,0.0
2019-04-14,939,44,620,5433,2703.21
2019-04-15,3191,96,1286,10628,12307.279999999999
2019-04-16,1870,75,991,9112,7111.049999999999
2019-04-17,1023,89,603,7675,3237.19
2019-04-18,1926,112,967,9684,9523.69
2019-04-19,0,0,0,0,0.0
2019-04-20,0,0,0,0,0.0
2019-04-21,0,0,0,0,0.0
2019-04-22,0,0,0,0,0.0
2019-04-23,1895,86,933,9255,8505.75
2019-04-24,1301,92,801,7806,4261.3
2019-04-25,1187,101,755,7867,4699.64
2019-04-26,0,0,0,0,0.0
2019-04-27,0,0,0,0,0.0
2019-04-28,450,21,361,2566,1291.71
2019-04-29,0,0,0,0,0.0
2019-04-30,1440,126,796,7462,28553.940000000002
2019-05-01,1155,77,702,7835,3580.09
2019-05-02,1834,110,917,10021,6239.84
2019-05-03,2049,113,1037,10684,7272.639999999999
2019-05-04,0,0,0,0,0.0
2019-05-05,1452,67,742,7529,4212.25
2019-05-06,1764,84,866,9410,8733.38
2019-05-07,2574,116,941,11674,15430.300000000001
2019-05-08,1694,97,848,10249,5951.35
2019-05-09,1954,106,961,12526,8519.63
2019-05-10,1414,77,782,8641,4924.55
2019-05-11,0,0,0,0,0.0
2019-05-12,806,31,575,3549,2264.46
2019-05-13,1609,87,799,9484,20897.62
2019-05-14,1924,121,910,11027,10099.75
2019-05-15,1347,89,729,8772,5266.42
2019-05-16,1938,124,904,11836,7744.099999999999
2019-05-17,1118,90,616,8050,3937.95
2019-05-18,0,0,0,0,0.0
2019-05-19,1547,62,881,9354,4553.75
2019-05-20,1633,122,850,8562,12579.690000000002
2019-05-21,1749,101,933,8548,7289.49
2019-05-22,1319,91,715,7272,4546.58
2019-05-23,971,78,558,6209,4279.93
2019-05-24,1164,85,660,6659,5156.389999999999
2019-05-25,0,0,0,0,0.0
2019-05-26,616,25,443,2612,1676.2399999999998
2019-05-27,0,0,0,0,0.0
2019-05-28,1266,62,743,6632,5054.26
2019-05-29,1456,65,826,5626,5831.2
2019-05-30,1585,86,879,7860,7058.76
2019-05-31,856,53,564,4771,3255.1099999999997
2019-06-01,0,0,0,0,0.0
2019-06-02,1506,70,758,8912,4798.210000000001
2019-06-03,1227,73,748,7080,4717.05
2019-06-04,1901,98,999,9884,6722.139999999999
2019-06-05,2315,113,1051,12264,10748.59
2019-06-06,1843,110,1003,11102,7663.06
2019-06-07,1067,92,670,5859,44471.11999999999
2019-06-08,0,0,0,0,0.0
2019-06-09,1055,40,649,4752,3007.48
2019-06-10,1470,87,846,8045,5994.969999999999
2019-06-11,1584,66,880,7082,6430.4
2019-06-12,1690,90,927,8910,7424.280000000001
2019-06-13,1524,107,869,9689,5470.68
2019-06-14,957,62,586,6648,3110.39
2019-06-15,0,0,0,0,0.0
2019-06-16,1159,64,724,6975,3435.06
2019-06-17,2015,102,1009,9447,15127.199999999999
2019-06-18,1534,85,874,7355,6697.6900000000005
2019-06-19,1012,68,652,7119,3588.3599999999997
2019-06-20,1954,90,971,10488,6402.99
2019-06-21,1035,63,652,6401,15245.140000000001
2019-06-22,0,0,0,0,0.0
2019-06-23,696,36,557,2724,2565.3199999999997
2019-06-24,1172,61,724,5140,4653.83
2019-06-25,1033,84,647,6770,5245.460000000001
2019-06-26,1357,67,999,6419,4902.32
2019-06-27,1613,80,944,9425,5477.33
2019-06-28,1011,70,607,5518,3535.5000000000005
2019-06-29,0,0,0,0,0.0
2019-06-30,581,27,423,2508,1741.2499999999998
