date,purchases,unique_invoices,unique_streams,total_views,revenue
2018-03-01,0,0,0,0,0.0
2018-03-02,31,3,29,311,127.99999999999997
2018-03-03,0,0,0,0,0.0
2018-03-04,127,2,125,1077,348.32000000000005
2018-03-05,30,3,28,233,105.01
2018-03-06,8,2,7,43,181.37
2018-03-07,23,2,23,173,81.4
2018-03-08,0,0,0,0,0.0
2018-03-09,1,1,1,2,1.9500000000000002
2018-03-10,0,0,0,0,0.0
2018-03-11,0,0,0,0,0.0
2018-03-12,8,2,8,54,42.099999999999994
2018-03-13,54,4,46,371,175.73
2018-03-14,38,2,38,519,106.4
2018-03-15,53,2,52,496,155.65999999999997
2018-03-16,0,0,0,0,0.0
2018-03-17,0,0,0,0,0.0
2018-03-18,0,0,0,0,0.0
2018-03-19,42,2,38,340,142.03
2018-03-20,3,1,3,6,11.45
2018-03-21,7,1,7,87,25.39
2018-03-22,34,3,33,298,152.2
2018-03-23,109,3,107,792,377.13000000000005
2018-03-24,0,0,0,0,0.0
2018-03-25,0,0,0,0,0.0
2018-03-26,1,1,1,3,2.1
2018-03-27,0,0,0,0,0.0
2018-03-28,5,1,5,3,29.55
2018-03-29,123,5,97,1048,361.7300000000001
2018-03-30,0,0,0,0,0.0
2018-03-31,0,0,0,0,0.0
2018-04-01,0,0,0,0,0.0
2018-04-02,0,0,0,0,0.0
2018-04-03,0,0,0,0,0.0
2018-04-04,32,1,32,302,79.95
2018-04-05,38,2,35,125,72.35
2018-04-06,81,2,74,733,213.89
2018-04-07,0,0,0,0,0.0
2018-04-08,59,2,59,730,120.30999999999999
2018-04-09,47,3,47,415,431.6410000000001
2018-04-10,0,0,0,0,0.0
2018-04-11,36,2,36,312,120.09
2018-04-12,19,1,19,192,41.96999999999999
2018-04-13,21,1,21,131,94.07000000000001
2018-04-14,0,0,0,0,0.0
2018-04-15,0,0,0,0,0.0
2018-04-16,25,1,25,252,49.83000000000001
2018-04-17,40,3,37,268,154.33999999999997
2018-04-18,58,2,57,659,183.82000000000002
2018-04-19,55,4,50,465,164.91999999999996
2018-04-20,10,2,10,25,49.68999999999999
2018-04-21,0,0,0,0,0.0
2018-04-22,36,1,36,305,101.2
2018-04-23,71,3,62,710,245.23
2018-04-24,0,0,0,0,0.0
2018-04-25,16,1,16,111,81.6
2018-04-26,3,1,3,6,14.850000000000001
2018-04-27,19,1,19,151,84.05000000000001
2018-04-28,0,0,0,0,0.0
2018-04-29,10,1,10,96,48.45
2018-04-30,0,0,0,0,0.0
2018-05-01,8,2,8,15,35.4
2018-05-02,22,1,22,209,63.040000000000006
2018-05-03,48,2,48,463,182.81
2018-05-04,0,0,0,0,0.0
2018-05-05,0,0,0,0,0.0
2018-05-06,0,0,0,0,0.0
2018-05-07,3,1,3,11,16.15
2018-05-08,7,1,7,49,58.540000000000006
2018-05-09,34,1,34,297,88.61000000000001
2018-05-10,19,1,19,176,62.24
2018-05-11,9,3,9,23,25.62
2018-05-12,0,0,0,0,0.0
2018-05-13,0,0,0,0,0.0
2018-05-14,29,1,29,256,104.21999999999998
2018-05-15,16,2,16,120,83.05000000000001
2018-05-16,1,1,1,4,10.95
2018-05-17,21,2,21,121,83.02000000000001
2018-05-18,76,2,75,558,301.11
2018-05-19,0,0,0,0,0.0
2018-05-20,16,1,16,137,47.75
2018-05-21,14,1,14,139,35.38
2018-05-22,0,0,0,0,0.0
2018-05-23,3,2,3,8,20.5
2018-05-24,10,2,10,73,60.95
2018-05-25,37,2,35,337,88.37999999999998
2018-05-26,0,0,0,0,0.0
2018-05-27,0,0,0,0,0.0
2018-05-28,0,0,0,0,0.0
2018-05-29,24,2,24,129,101.39
2018-05-30,0,0,0,0,0.0
2018-05-31,0,0,0,0,0.0
2018-06-01,30,1,30,294,78.78
2018-06-02,0,0,0,0,0.0
2018-06-03,20,1,20,279,44.900000000000006
2018-06-04,99,6,90,813,363.50000000000006
2018-06-05,22,4,22,203,358.15
2018-06-06,0,0,0,0,0.0
2018-06-07,15,1,15,136,35.32
2018-06-08,0,0,0,0,0.0
2018-06-09,0,0,0,0,0.0
2018-06-10,23,2,23,147,76.32000000000001
2018-06-11,0,0,0,0,0.0
2018-06-12,103,2,102,1072,247.48999999999998
2018-06-13,43,1,43,374,105.43000000000002
2018-06-14,0,0,0,0,0.0
2018-06-15,0,0,0,0,0.0
2018-06-16,0,0,0,0,0.0
2018-06-17,12,1,12,138,47.77
2018-06-18,0,0,0,0,0.0
2018-06-19,0,0,0,0,0.0
2018-06-20,0,0,0,0,0.0
2018-06-21,92,1,92,926,161.19
2018-06-22,0,0,0,0,0.0
2018-06-23,0,0,0,0,0.0
2018-06-24,0,0,0,0,0.0
2018-06-25,43,4,42,237,98.78
2018-06-26,36,3,35,345,137.6
2018-06-27,65,4,62,568,248.67999999999998
2018-06-28,47,2,45,416,161.36
2018-06-29,223,2,209,1823,771.5700000000002
2018-06-30,0,0,0,0,0.0
2018-07-01,0,0,0,0,0.0
2018-07-02,37,3,36,253,159.80999999999995
2018-07-03,53,3,52,249,256.79999999999995
2018-07-04,21,1,21,236,42.79
2018-07-05,81,8,46,779,2329.6799999999994
2018-07-06,13,1,13,89,39.260000000000005
2018-07-07,0,0,0,0,0.0
2018-07-08,0,0,0,0,0.0
2018-07-09,33,1,33,328,82.21
2018-07-10,0,0,0,0,0.0
2018-07-11,2,2,2,3,11.2
2018-07-12,0,0,0,0,0.0
2018-07-13,40,2,40,483,102.81
2018-07-14,0,0,0,0,0.0
2018-07-15,59,1,59,661,117.19
2018-07-16,8,2,8,33,47.339999999999996
2018-07-17,27,1,27,215,87.33999999999999
2018-07-18,73,3,70,675,203.64999999999998
2018-07-19,1,1,1,1,4.95
2018-07-20,48,2,47,389,156.95
2018-07-21,0,0,0,0,0.0
2018-07-22,0,0,0,0,0.0
2018-07-23,71,3,70,488,302.96
2018-07-24,0,0,0,0,0.0
2018-07-25,0,0,0,0,0.0
2018-07-26,28,2,28,214,84.4
2018-07-27,1,1,1,2,2.55
2018-07-28,0,0,0,0,0.0
2018-07-29,0,0,0,0,0.0
2018-07-30,13,2,13,131,32.84
2018-07-31,22,1,22,215,65.78
2018-08-01,18,1,18,217,50.849999999999994
2018-08-02,18,1,18,149,61.7
2018-08-03,47,2,44,369,153.25999999999996
2018-08-04,0,0,0,0,0.0
2018-08-05,0,0,0,0,0.0
2018-08-06,2,1,2,5,3.4
2018-08-07,0,0,0,0,0.0
2018-08-08,26,2,25,150,119.51
2018-08-09,3,1,3,2,4.75
2018-08-10,2,1,2,5,9.2
2018-08-11,0,0,0,0,0.0
2018-08-12,0,0,0,0,0.0
2018-08-13,24,1,24,254,50.07999999999999
2018-08-14,21,1,21,190,67.35
2018-08-15,35,2,34,298,111.32
2018-08-16,24,1,24,225,90.4
2018-08-17,25,2,25,184,87.03
2018-08-18,0,0,0,0,0.0
2018-08-19,23,2,23,223,70.65
2018-08-20,0,0,0,0,0.0
2018-08-21,53,3,50,456,136.1
2018-08-22,32,2,31,245,132.69
2018-08-23,21,3,21,168,104.95
2018-08-24,0,0,0,0,0.0
2018-08-25,0,0,0,0,0.0
2018-08-26,0,0,0,0,0.0
2018-08-27,0,0,0,0,0.0
2018-08-28,27,3,26,214,95.14000000000001
2018-08-29,65,5,61,545,168.23
2018-08-30,2,1,2,15,18.85
2018-08-31,0,0,0,0,0.0
2018-09-01,0,0,0,0,0.0
2018-09-02,27,1,27,266,65.67
2018-09-03,5,1,5,26,26.7
2018-09-04,14,1,14,126,46.17
2018-09-05,18,2,18,188,61.519999999999996
2018-09-06,68,4,59,605,185.14
2018-09-07,35,1,35,300,115.57
2018-09-08,0,0,0,0,0.0
2018-09-09,0,0,0,0,0.0
2018-09-10,31,4,28,273,120.49
2018-09-11,48,4,46,345,240.93999999999997
2018-09-12,94,2,89,1100,249.54
2018-09-13,16,3,16,51,53.620000000000005
2018-09-14,21,1,21,199,59.440000000000005
2018-09-15,0,0,0,0,0.0
2018-09-16,0,0,0,0,0.0
2018-09-17,39,3,38,343,113.35999999999999
2018-09-18,34,3,34,294,101.79
2018-09-19,0,0,0,0,0.0
2018-09-20,0,0,0,0,0.0
2018-09-21,0,0,0,0,0.0
2018-09-22,0,0,0,0,0.0
2018-09-23,0,0,0,0,0.0
2018-09-24,44,4,44,446,124.32
2018-09-25,60,3,60,439,230.43
2018-09-26,2,1,2,3,14.899999999999999
2018-09-27,104,4,98,1001,266.97
2018-09-28,33,7,30,188,159.97
2018-09-29,0,0,0,0,0.0
2018-09-30,7,1,7,63,45.040000000000006
2018-10-01,70,4,66,702,166.18999999999997
2018-10-02,59,4,55,466,196.39999999999998
2018-10-03,89,1,88,697,298.5200000000001
2018-10-04,30,3,29,169,101.13
2018-10-05,44,2,43,357,164.14999999999998
2018-10-06,0,0,0,0,0.0
2018-10-07,0,0,0,0,0.0
2018-10-08,0,0,0,0,0.0
2018-10-09,80,5,74,799,194.25
2018-10-10,23,3,22,135,122.05
2018-10-11,0,0,0,0,0.0
2018-10-12,25,2,24,199,139.89
2018-10-13,0,0,0,0,0.0
2018-10-14,0,0,0,0,0.0
2018-10-15,52,3,50,437,175.46000000000004
2018-10-16,76,4,73,780,273.63000000000005
2018-10-17,14,1,14,105,74.08000000000001
2018-10-18,4,2,4,10,36.85
2018-10-19,26,1,26,250,70.24
2018-10-20,0,0,0,0,0.0
2018-10-21,42,1,42,388,107.80999999999999
2018-10-22,17,1,17,196,68.41999999999999
2018-10-23,56,4,48,534,183.14000000000001
2018-10-24,3,3,3,7,23.490000000000002
2018-10-25,1,1,1,4,1.9500000000000002
2018-10-26,113,2,106,1058,299.27
2018-10-27,0,0,0,0,0.0
2018-10-28,29,2,28,211,138.55
2018-10-29,22,1,22,204,70.0
2018-10-30,57,2,57,408,254.08000000000004
2018-10-31,32,1,32,248,96.35
2018-11-01,34,4,34,343,68.81
2018-11-02,131,7,117,1118,498.72
2018-11-03,0,0,0,0,0.0
2018-11-04,35,1,35,303,106.56
2018-11-05,69,6,66,672,242.49
2018-11-06,7,1,7,17,33.75
2018-11-07,24,3,24,166,109.5
2018-11-08,0,0,0,0,0.0
2018-11-09,88,4,79,733,341.80999999999995
2018-11-10,0,0,0,0,0.0
2018-11-11,0,0,0,0,0.0
2018-11-12,46,4,45,419,150.56
2018-11-13,33,4,31,255,132.57
2018-11-14,0,0,0,0,0.0
2018-11-15,25,4,23,216,115.81
2018-11-16,22,3,20,123,134.4
2018-11-17,0,0,0,0,0.0
2018-11-18,39,2,38,333,141.31
2018-11-19,60,2,58,496,217.54999999999998
2018-11-20,13,1,13,88,53.57
2018-11-21,0,0,0,0,0.0
2018-11-22,0,0,0,0,0.0
2018-11-23,74,3,71,615,312.58
2018-11-24,0,0,0,0,0.0
2018-11-25,83,3,77,764,273.2
2018-11-26,3,1,3,25,29.9
2018-11-27,106,6,81,946,302.07
2018-11-28,42,2,27,214,138.29
2018-11-29,16,2,12,120,62.099999999999994
2018-11-30,22,3,19,177,117.79000000000002
2018-12-01,0,0,0,0,0.0
2018-12-02,140,4,107,1410,396.25
2018-12-03,16,2,15,92,65.33
2018-12-04,20,1,17,137,116.1
2018-12-05,12,2,8,136,56.9
2018-12-06,52,5,36,385,181.25999999999996
2018-12-07,47,2,47,506,155.35999999999999
2018-12-08,0,0,0,0,0.0
2018-12-09,0,0,0,0,0.0
2018-12-10,6,3,2,12,37.349999999999994
2018-12-11,0,0,0,0,0.0
2018-12-12,6,1,6,12,31.3
2018-12-13,1,1,1,4,1.65
2018-12-14,115,9,93,1083,512.8
2018-12-15,0,0,0,0,0.0
2018-12-16,24,1,24,240,73.26
2018-12-17,27,2,26,114,120.27
2018-12-18,0,0,0,0,0.0
2018-12-19,0,0,0,0,0.0
2018-12-20,77,3,75,707,235.62999999999997
2018-12-21,0,0,0,0,0.0
2018-12-22,0,0,0,0,0.0
2018-12-23,0,0,0,0,0.0
2018-12-24,0,0,0,0,0.0
2018-12-25,0,0,0,0,0.0
2018-12-26,0,0,0,0,0.0
2018-12-27,0,0,0,0,0.0
2018-12-28,0,0,0,0,0.0
2018-12-29,0,0,0,0,0.0
2018-12-30,0,0,0,0,0.0
2018-12-31,0,0,0,0,0.0
2019-01-01,0,0,0,0,0.0
2019-01-02,17,2,17,33,71.49
2019-01-03,1,1,1,4,1.65
2019-01-04,228,4,194,1966,635.94
2019-01-05,0,0,0,0,0.0
2019-01-06,0,0,0,0,0.0
2019-01-07,22,3,21,166,83.59000000000002
2019-01-08,9,1,9,87,29.91
2019-01-09,12,2,12,74,50.95
2019-01-10,7,1,7,58,46.0
2019-01-11,32,3,28,218,162.07999999999998
2019-01-12,0,0,0,0,0.0
2019-01-13,0,0,0,0,0.0
2019-01-14,76,2,75,542,256.60999999999996
2019-01-15,10,1,10,83,29.390000000000004
2019-01-16,3,1,3,31,20.5
2019-01-17,0,0,0,0,0.0
2019-01-18,6,1,6,8,19.6
2019-01-19,0,0,0,0,0.0
2019-01-20,0,0,0,0,0.0
2019-01-21,82,3,77,805,253.04999999999998
2019-01-22,83,4,78,746,221.34
2019-01-23,64,2,62,630,159.95
2019-01-24,42,4,39,334,159.32999999999998
2019-01-25,11,1,11,9,27.83
2019-01-26,0,0,0,0,0.0
2019-01-27,0,0,0,0,0.0
2019-01-28,121,4,106,884,477.95000000000005
2019-01-29,15,3,15,70,93.25
2019-01-30,2,2,2,4,14.85
2019-01-31,48,4,45,350,211.85
2019-02-01,4,1,4,12,44.95
2019-02-02,0,0,0,0,0.0
2019-02-03,0,0,0,0,0.0
2019-02-04,15,1,15,34,36.489999999999995
2019-02-05,15,3,15,27,80.34
2019-02-06,13,1,13,138,33.31
2019-02-07,22,2,22,193,75.53
2019-02-08,58,2,57,489,258.0
2019-02-09,0,0,0,0,0.0
2019-02-10,0,0,0,0,0.0
2019-02-11,41,3,39,326,140.78
2019-02-12,0,0,0,0,0.0
2019-02-13,0,0,0,0,0.0
2019-02-14,16,2,15,112,71.41
2019-02-15,5,1,5,70,7.4
2019-02-16,0,0,0,0,0.0
2019-02-17,0,0,0,0,0.0
2019-02-18,35,3,34,346,143.87
2019-02-19,0,0,0,0,0.0
2019-02-20,14,1,14,128,51.74
2019-02-21,0,0,0,0,0.0
2019-02-22,47,2,43,420,166.19999999999996
2019-02-23,0,0,0,0,0.0
2019-02-24,0,0,0,0,0.0
2019-02-25,0,0,0,0,0.0
2019-02-26,14,1,14,139,38.730000000000004
2019-02-27,0,0,0,0,0.0
2019-02-28,28,2,27,256,96.26000000000002
2019-03-01,0,0,0,0,0.0
2019-03-02,0,0,0,0,0.0
2019-03-03,0,0,0,0,0.0
2019-03-04,47,3,46,302,207.04
2019-03-05,50,3,44,408,199.66
2019-03-06,0,0,0,0,0.0
2019-03-07,0,0,0,0,0.0
2019-03-08,62,2,61,521,191.67
2019-03-09,0,0,0,0,0.0
2019-03-10,0,0,0,0,0.0
2019-03-11,3,1,3,7,16.4
2019-03-12,0,0,0,0,0.0
2019-03-13,11,1,11,50,85.05000000000001
2019-03-14,64,3,58,584,229.89
2019-03-15,76,5,67,713,255.62999999999997
2019-03-16,0,0,0,0,0.0
2019-03-17,14,2,13,96,80.04
2019-03-18,0,0,0,0,0.0
2019-03-19,75,3,72,699,198.33999999999997
2019-03-20,0,0,0,0,0.0
2019-03-21,7,3,7,12,27.15
2019-03-22,73,4,68,570,278.84999999999997
2019-03-23,0,0,0,0,0.0
2019-03-24,1,1,1,3,1.25
2019-03-25,57,4,52,580,155.36999999999998
2019-03-26,0,0,0,0,0.0
2019-03-27,14,2,12,75,60.63999999999999
2019-03-28,8,2,8,45,64.12
2019-03-29,10,1,10,78,40.09
2019-03-30,0,0,0,0,0.0
2019-03-31,0,0,0,0,0.0
2019-04-01,28,2,28,285,80.69
2019-04-02,7,2,7,19,21.95
2019-04-03,1,1,1,1,0.39
2019-04-04,24,1,24,237,62.58
2019-04-05,71,3,71,691,183.97
2019-04-06,0,0,0,0,0.0
2019-04-07,0,0,0,0,0.0
2019-04-08,42,2,41,371,139.83
2019-04-09,0,0,0,0,0.0
2019-04-10,0,0,0,0,0.0
2019-04-11,108,7,99,894,463.82000000000005
2019-04-12,0,0,0,0,0.0
2019-04-13,0,0,0,0,0.0
2019-04-14,0,0,0,0,0.0
2019-04-15,2,2,1,4,445.5
2019-04-16,81,4,75,660,345.78
2019-04-17,14,1,14,111,54.14000000000001
2019-04-18,23,2,22,191,96.05
2019-04-19,0,0,0,0,0.0
2019-04-20,0,0,0,0,0.0
2019-04-21,0,0,0,0,0.0
2019-04-22,0,0,0,0,0.0
2019-04-23,9,1,9,14,18.0
2019-04-24,34,1,34,338,92.29999999999998
2019-04-25,8,1,8,77,38.269999999999996
2019-04-26,0,0,0,0,0.0
2019-04-27,0,0,0,0,0.0
2019-04-28,33,1,33,335,80.27000000000001
2019-04-29,0,0,0,0,0.0
2019-04-30,3,1,3,6,4.65
2019-05-01,37,4,33,387,94.06000000000002
2019-05-02,10,2,9,69,80.64
2019-05-03,10,2,10,80,12.64
2019-05-04,0,0,0,0,0.0
2019-05-05,0,0,0,0,0.0
2019-05-06,37,2,37,310,108.56
2019-05-07,25,2,24,228,115.37
2019-05-08,18,2,18,166,47.72
2019-05-09,161,6,140,1755,935.3499999999999
2019-05-10,18,2,18,136,69.46
2019-05-11,0,0,0,0,0.0
2019-05-12,0,0,0,0,0.0
2019-05-13,0,0,0,0,0.0
2019-05-14,39,2,38,372,107.53000000000002
2019-05-15,0,0,0,0,0.0
2019-05-16,100,7,90,839,365.04999999999995
2019-05-17,2,1,2,7,29.9
2019-05-18,0,0,0,0,0.0
2019-05-19,97,2,95,820,268.36
2019-05-20,54,6,45,421,211.05999999999997
2019-05-21,15,1,15,121,60.2
2019-05-22,0,0,0,0,0.0
2019-05-23,54,5,47,424,191.28999999999994
2019-05-24,38,1,38,248,143.98000000000002
2019-05-25,0,0,0,0,0.0
2019-05-26,30,1,30,244,118.09
2019-05-27,0,0,0,0,0.0
2019-05-28,5,2,5,17,33.29
2019-05-29,40,3,36,343,116.89999999999999
2019-05-30,178,4,162,827,409.96999999999997
2019-05-31,4,1,4,23,26.15
2019-06-01,0,0,0,0,0.0
2019-06-02,57,2,51,446,177.09
2019-06-03,29,2,29,172,102.10000000000001
2019-06-04,7,1,7,19,7.559999999999999
2019-06-05,0,0,0,0,0.0
2019-06-06,12,2,11,73,89.18
2019-06-07,9,1,9,94,69.7
2019-06-08,0,0,0,0,0.0
2019-06-09,13,1,13,144,37.21
2019-06-10,113,3,94,995,371.53999999999996
2019-06-11,0,0,0,0,0.0
2019-06-12,0,0,0,0,0.0
2019-06-13,13,3,13,141,45.459999999999994
2019-06-14,0,0,0,0,0.0
2019-06-15,0,0,0,0,0.0
2019-06-16,0,0,0,0,0.0
2019-06-17,88,3,84,817,254.5
2019-06-18,24,1,24,244,58.01
2019-06-19,0,0,0,0,0.0
2019-06-20,16,1,16,109,52.36000000000001
2019-06-21,9,1,9,73,48.89
2019-06-22,0,0,0,0,0.0
2019-06-23,1,1,1,15,2.95
2019-06-24,0,0,0,0,0.0
2019-06-25,0,0,0,0,0.0
2019-06-26,0,0,0,0,0.0
2019-06-27,62,3,59,614,159.78
2019-06-28,10,2,10,52,51.89
2019-06-29,0,0,0,0,0.0
2019-06-30,0,0,0,0,0.0
